,bathrooms,bedrooms,latitude,listing_id,longitude,price,created,building_id,description,display_address,features,manager_id,street_address,interest_level
100112,1,0,40.7739,6942606,-73.9511,1850,4,7b48df0cc3a04a24b062efbc5cf5022e,Modern postwar building located in the heart of the Upper East Side. Convenient to all the supermarkets stores restaurants bars parks transportation and more. Some of the features include an elevator laundry room and super on premises. The apartment has been recently renovated and is in immaculate condition. Oversized double-pane windows not only allow for sunlight to come in. The kitchen features a dishwasher microwave and a mini-breakfast bar. The bathroom has all new fixtures.Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<a website_redacted ,1 Ave,[Elevator Loft Laundry in Building Dishwasher Hardwood Floors No Fee],cb87dadbca78fad02b388dc9e8f25a5b,1570 1 Ave,medium
100113,1,1,40.8031,6846026,-73.957,2500,4,0,Large Renovated One Bedroom on West 114th Street in the Upper West Side.Apartment Features Hardwood floors all through out good sunlight lots of closet space. Separate kitchen with top of the line stainless steel appliances a dishwasher and microwave. Apartment has a TV and Washer/Dryer.Building allows pets. Contact me today to see this apartment or any other rental in the Citi Habitats database. Let me help you find your next home! ,West 114th Street,[Pre-War No Fee],baf2b718f413a41eba82a1354a82ca86,302 West 114th Street,low
100115,1,1,40.7975,6923614,-73.9626,2045,4,1bd24d2906d981ec60703de71921dd2e,Amazing deal on this beautiful 1 Bedroom Upper West Side apartment! * Renovated Kitchen with a lot of cabinet space and granite counter--Space for a dinette set as well * Bedroom has space queen bed and has 3 door wide closet * Beautiful newer bathroom wrapped with marble tile * Ceiling fans abundant light and recessed lights * Near Central Park great shopping and subways [BC1]This is one of the best deals on the Upper West Side and available May 1st. A similar apartment in the building will be available May 15th. Call/text/email Mike Schurmann any time for private showings.,West 105th Street,[Cats Allowed Dogs Allowed],44500d5a13767adee85ea875fb2d3bd5,82 West 105th Street,medium
100117,1,0,40.7372,6941997,-73.9981,2650,4,379a891accd668964c9d2080cce45179,Great gut -renovated apartment in charming elevator buildings in the prime of the West Village just steps from transportation restaurants boutique shops and grocery stores. With a beautiful exterior and lobby entrance prewar details impressive layout. The apartment features hard wood floors crown molding corner-unit windows smooth overall finishes natural maple shaker kitchen cabinets with granite countertops and stainless steel appliances ceramic tiled bathroom.Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,W 13 Street,[Elevator Loft Laundry in Building Dishwasher Hardwood Floors],aa5f74da43dceaca9b34ed7f55a39f5d,117 W 13 Street,low
100119,1,2,40.7479,6846938,-74.0005,3745,4,7bc33ecc302c59a2f179803c3f90a03f,*RENT STABILIZED Spacious true two bedroom in Modern New Chelsea Development. The unit features stainless steel appliances including dishwasher granite countertops individually controlled heating and cooling hardwood floors high ceilings large windows and plenty of closet space. The elevator building has a laundry facility virtual doorman service roof deck and bicycle storage available. Rent includes heat hot water and cooking gas. If the applicant is a student we permit guarantors and co-signers for the applicant. No Pets.Applicants (minimum 2 people) must earn an annual salary equal to 45 times the rental value.There is income restrictions please contact for more info and to schedule a viewing. Call 839-435-5597 or Email kagglemanager@renthop.com ,West 25th Street,[Balcony Doorman Elevator Pre-War Dishwasher Outdoor Space Dogs Allowed Cats Allowed],6be05c0ba31bf6adce280cf734933a12,401 West 25th Street,low
10012,1,1,40.7802,7190105,-73.9504,1900,6,cdf3e0d9b2c48161b2432786b3ed0cd0,<a website_redacted ,Second Avenue,[],ac888923cda3b9e4f0311267be25de9c,1731 Second Avenue,low
100124,1,2,40.7377,6856713,-73.9831,5595,4,a6fb47bf44e73e699b9acf3d8cde48f0,Beautiful true QUEEN 2BR / 1Bath with an abundance of natural light for only $5595 located in the heart of Gramercy. Perfect for students share family and those looking to enjoy Hell's Kitchen's ample amount of fine dining shopping and nightlife. Quiet area but only steps to Union Square Madison Square Park Baruch College People's Improv Theatre The Stand Whole Foods and Trader Joe's! Minutes away from 4 5 6 N Q R and L trains.*Pictures from managementAPARTMENT FEATURES:Washer/DryerHUGE Community TerraceHUGE Living RoomHUGE ClosetsElevatorDoormanPet FriendlyDishwasherKitchen IslandHigh CeilingsHardwood FloorsLarge Windows w/ Natural LightEmail call or text me at anytime to schedule a viewing. 293-537-9894- Andy,3rd Ave and East 22nd Street,[Common Outdoor Space Laundry In Unit Cats Allowed Dogs Allowed Doorman Elevator HUGE Living Room HUGE Closets Dishwasher Kitchen Island High Ceilings Hardwood Floors Large Windows w/ Natural Light],046ed6c8a67bc942fcf4ca43e96f27d8,210 East 22nd St #1B,low
100127,1,1,40.7263,6908135,-73.8573,1750,4,8a555803ffb2c7f5acb3c27bd46524ff,Rego Park 1bed featuring nice kitchen good closet space nice natural light hardwood floors. On the 6th floor of an elevator building with laundry and live-in super.Close to EFM and R Trains LIRR Shopping and Dinning just steps away.<a website_redacted ,Boothe St.,[Elevator Pre-War Laundry in Building],8cf9abc6cca9aefe093ce533a05001cb,65-84 Boothe St.,low
100129,1,1,40.7267,6944369,-73.8569,1650,4,7f36f0677bd92534e122b99839c948c4,Apartment for rent in Rego Park 11374 SUBJECT TO CREDIT AND INCOME REQUIREMNTS. For availability status and more information about this property as well as many other apartments for rent in Queens please call 501-606-3449 or visit us on the web: www.BenjaminRG.com Property Essentials: Heat Hot Water included No Doorman On-site Laundry R Building 6 Floors Garage: Yes Cats OK Elevator 54 Units Built in 1951 $75 Application Fee Move-in Hours:Any time. ,9609 66th Avenue,[elevator],e6472c7237327dd3903b3d6f6a94515a,9609 66th Avenue,medium
100131,1,0,40.7817,6861960,-73.9573,3500,4,14a428c84cfea2a14deb1ccf7ac3d2ed,Located in a beautiful and classic pre-war building with gut renovated lobby 24hrs Friendly doorman elevator and a Laundry Room. JUST PERFECT!!Brand New kitchen appliances and fully renovated bathroom A LOT of closet space and big windows!!Yes there is Dinning Area AND walk-in Closets here!! see it yourself!!Spacious Studio with lots of light and high ceilings!Call now to see itNathalie kagglemanager@renthop.com<a website_redacted ,E 88 St.,[Doorman Elevator Laundry in Building Laundry in Unit Dishwasher Hardwood Floors],2ce4ad2a77bc8190427196ea1e8cfe4e,60 E 88 St.,low
100132,1,1,40.789,6847390,-73.9756,3300,4,4d7c804afea366c666731bee9c56919e,NO Brokers FEE !! Renovated LARGE ALCOVE STUDIO (643 sq) located on E.80's and Broadway steps from the 1 train Riverside park and Central Park. Large living/dining are with big windows and lots of natural lights. Granite kitchen with stainless steel appliances and lots of cabinets space. New marble bathroom.Lots o closet space.This is a high rise luxury doorman elevator building. All amenities are complementary and recently renovated!Bicycle room. Gym Pool Laundry room. Garage on site.For more information and to schedule a viewing to help you find a home to suit YOUR needs call Hela Erez Licensed R.E Salesperson 295-443-8450 or email kagglemanager@renthop.com<a website_redacted ,W 80's & Broadway,[No Fee Doorman Elevator Fitness Center Swimming Pool Pre-War Laundry in Building Dishwasher Hardwood Floors],e0af09eba42a9af0626d15c8d9505043,247 W 87th St.,low
100133,1,0,40.7522,6816227,-73.9702,2790,4,672f241d7306e205a658a0f52a3f86f9,BRAND NEW JR 1 BEDROOM -- GRANITE KITCHEN -- MICROWAVE & DISHWASHER INCLUDED -- OVERSIZED CLOSETS -- PLENTY OF WINDOWS -- SUNNY HARDWOOD FLOORS -- UPDATED BATHROOMS WITH MEDICINE CABINETS FOR EXTRA STORAGE DOORMAN BUILDING -- ELEVATOR -- CENTRAL LAUNDRY -- PARKING GARAGE -- LIVE IN SUPERNET EFFECTIVE RENT !!! I SPECIALIZE IN ALL NO FEE UNITS IN THE AREA. CONTACT STEVEN FOR A PRIVATE VIEWING - 088-388-9397 or kagglemanager@renthop.com<a website_redacted ,East 46th Street,[Doorman Elevator Dishwasher Hardwood Floors New Construction],20c56899ba45dee967a4d1143e5bbfb4,300 East 46th Street,low
100136,2,2,40.7059,6859368,-73.8339,2100,4,d56c66e65b6f75b412a8353d3d1f0f4c, Oversized two bedroom/two bathroom (master suite has it's own bathroom) huge foyer massive living room and bedrooms. Close to transportation and Forest Park. Great location great building. Very affordable!!! Don't miss this.,118th St,[],fc3eb34da075c0a3835533f61f0851f9,83-43 118th St,medium
100137,1,2,40.7943,6907631,-73.9675,3200,4,e0f787c39be40769fb269c641078eb50,**AMAZING DEAL **100% NO FEE ****HUGE 2BED** LARGE LIVING ROOM** UWS PRIME LOCATION*****AMAZING DEAL***UWS***100% NO BROKER FEE + 2 MONTHS FREE RENT***24 HR DM***GORGEOUS 2 BR APARTMENT FEATURES HARD WOOD FLOORS LARGE WINDOWS FLOODING THE APARTMENT WITH NATURAL LIGHT. MODERN KITCHEN WITH STAINLESS STEEL APPLIANCES AND GRANITE COUNTER TOPS AND PLENTY OF CABINET SPACE. CONVENIENTLY LOCATED CLOSE TO GREAT RESTAURANTS BARS SHOPS SUPER MARKETS AND A SHORT WALK TO THE SUBWAY.***NO BROKER FEE*** +2 MONTHS FREE AND NO BROKERS FEE! BEST DEAL RIGHT NOWTHIS IS EVERYTHING YOU COULD WANT FROM A TWO BED ON THE UPPER WEST PLUS MORE!!**REAL PICTURES REAL PRICE **FOR EXCLUSIVE SHOWINGS PLEASE CONTACTFor a private viewing or questions feel free to call text or email Andre Savocchi:(718) kagglemanager@renthop.com WHAT YOU ARE LOOKING FOR? FEEL FREE TO CALL OR EMAIL WITH ANY QUESTIONS OR SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH.***RENT IS NET EFFECTIVE ***<a website_redacted ,Columbus Avenue,[Elevator Dishwasher No Fee],612a00076aefe8c98d1df4835640c74b,784 Columbus Avenue,medium
100138,1,0,40.7699,6923973,-73.9565,2700,4,ca9c594aba4534beae6ce71def209994,,East 74th Street,[],b7de4cb395920136663132057fa89d84,315 East 74th Street,low
100139,1,3,40.766,6927880,-73.9914,4500,4,6e9276972669ddcb097e71691f4c8f1b,TRUE 3 bedroom! RENOVATED! Windows Everywhere!Doorman elevators laundry room. Corner Unit facing North & Eastwindowed kitchen + bath. 1 king sized bedroom + 2 Queen sized bedroomsSeparate kitchen with stainless steel appliances & solid wood cabinetryTons of closet space! Available ASAP through June 1st lease start. ,540 w 52nd street new york ny ,[Common Outdoor Space Cats Allowed Dogs Allowed Doorman Reduced Fee Elevator Exclusive Laundry In Building],601ad03225d7cb9a55615c91445d9b9f,540 w 52nd street new york ny ,medium
10014,1,1,40.6888,7127110,-73.9522,2000,6,0,Steps to G TrainShared BackyardShared RoofHardwood Floors<a website_redacted ,Clifton Pl,[Hardwood Floors No Fee],9ba3641676cc717a8b65d59dac8545fb,310 Clifton Pl,low
100140,1,2,40.7493,6916033,-73.7142,1900,4,920cbea4c790314471335c3a64496c9e, Check Out This Lovely Apartment Located In Glen Oaks! Features Two Bedrooms Living Room And Dining Room Eat In Kitchen And Bath. Near Express Bus To Manhattan And Tennis Court. Rental Available From July 15th. Parking On Street Or Can Get Permit For Outdoor Parking. Has Security 24 Hrs Tennis Courts And Basketball. Laundry On Site.,260th St,[],17c1a97107fcbd846a1e16b576b450f6,74-21 260th St,medium
100141,1,1,40.7892,6900939,-73.9705,3200,4,665f4f6eb9a097fb213f99950b835b9a,NO FEE __CENTRAL PARK WEST __ DOORMAN__ MUST SEE!APARTMENT: Spacious luxury apartment high floor brand new apartment featuring stone countertops and stainless steel appliances and some amazing closet space!BUILDING: Amazing Location! One block to Central Park!!! Full time doorman building garage; the landscaped courtyard with BBQ area offers a peaceful escape from the busy city as well as a community space to get to know fellow residents. Convenient to major transportation including the 1 2 3 A B C & D subway lines.NO BROKER FEEContact Aleksandra Licensed RE Salesperson 003-496-3062<a website_redacted ,West 90th Street,[Doorman Elevator Laundry in Building Laundry in Unit No Fee],097ed047cd8f606519a6e709ecd94af1,101 West 90th Street,medium
100144,1,0,40.7571,6866313,-73.9647,2290,4,1606c63ce21a4121821014008b193924,**No Fee**Second Month Free**East 55th Street**Elevator/Laundry**OH Daily Until Rented**Contact me asap to come check this great unit out! East 55th and 2nd Avenue!Showing Daily By Confirmed Appointment!net effective price advertised with second month free and no fee!This is a Large Studio in an Elevator Building with a Laundry Room in the building!This is a newly apartment renovated featuring Ebony Hardwood floors Central Air and Sun-filled Living Spaces.Contact Me for Showings/Inquiries:Joseph Hall6 4 6 4 0 4 3 2 4 7<a website_redacted ,East 55th Street,[Elevator Pre-War Laundry in Building Hardwood Floors No Fee Dogs Allowed Cats Allowed],fcf67d5c4433feefe6b9e7f7551f4334,342 East 55th Street,low
100149,1,2,40.7299,6854532,-73.9819,3895,4,72af1c8a4c9f9235dd8e14ff41843d82,Great Location! Excellent Condition! Available for June 1st move-in.Newly renovated two bedroom apartment in the heart of East Village.This apartment features hardwood floors exposed brick and bright exposure. New granite kitchen with stainless appliances dishwasher and microwave. New marble bathroom. Laundry facilities in the building. Closed to everything stores restaurants cafes bars and NYU. Just a block from 1 Av station (L) at 14th Street and close to both the 1st Avenue and 14th Street bus lines.If this doesn't meet your needs please feel free to send me your search criteria. I specialize in rentals and sales in East Village and would love to assist you in finding a new home. Please feel free to call email or text me at any time! ,East 13th Street,[Elevator Pre-War Laundry in Unit Outdoor Space Dogs Allowed Cats Allowed],e384b5da0ca76f41ca6d1412b984b6a0,432 East 13th Street,low
100151,1,1,40.7796,6946257,-73.9493,2200,4,ba6bef9d045edcdc04bce07cd86f125b,E. 80s and 2nd ave! True One bedroom with Huge living room bedroom fits Queen! Tons of closet space! Has full separate kitchen. Building has elevator laundry!! Just a few blocks from the 456 nightlife etc etc ~~~~~~Feel free to call text or email me anytime for further information or to schedule viewing!Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,E 89 Street,[Elevator Laundry in Building Hardwood Floors No Fee],381152a75a238372d3d475934219eb6d,313 E 89 Street,high
