	bathrooms	bedrooms	building_id	created	description	display_address	features	interest_level	latitude	listing_id	longitude	manager_id	photos	price	street_address
100066	1.0	1	a6200d7448037cfee809b2451219f879	2016-04-17 02:26:52	CooperCooper.com :: Web ID #179546; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Washer/Dryer, Dishwasher, Granite Kitchen, High Ceilings, Central A/C, Wood Floors; BUILDING AMENITIES: Rental, Post-War, Hi-Rise, Doorman, Concierge, Elevator, Gym, Swimming Pool, Laundry Room, Roof Deck, Pets Allowed, Bike Room, Business Center, Lounge, Children's Playroom; AREA/NEIGHBORHOOD: Gristedes, Rite Aid, Access to the X15,M22 Buses, Access to 2/3/4/5/6/N/R/J/Z, East River Bikeway, South Street Seaport, Whole Foods Market; CONTACT US: For more information or to schedule a viewing, call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials	Liberty Street	[Doorman, Fitness Center, Pool, Elevator, PublicOutdoor, Laundry in Unit, Dishwasher, Cats Allowed, Dogs Allowed, Laundry in Building]	low	40.7074	6885927	-74.0081	6e5c10246156ae5bdcd9b487ca99d96a	[https://photos.renthop.com/2/6885927_3eb33bbcaebaee21603499d762414c0c.jpg, https://photos.renthop.com/2/6885927_60e94e59725f95d8713635164ce6f780.jpg, https://photos.renthop.com/2/6885927_4615e1fde431f2dc4d8c6cbd5edd1a8b.jpg, https://photos.renthop.com/2/6885927_a30b795259d7c0a6b79da4956029660b.jpg]	3695	10 Liberty Street
10007	2.0	4	05b871a1e1e0368391160bcefc608e00	2016-06-07 04:39:56	SPRAWLING 2 BEDROOM FOUND! ENJOY THE LUXURY OF A FULL SERVICE DOORMAN, RESIDENTIAL ROOF DECK, GYM & LAUNDRY. LIVE-IN SUPER TO ACCOMMODATE 24/7! ENJOY SHOPPING, AMAZING RESTAURANTS, FUN BARS, EASY TRANSPORTATION! SUBWAYS JUST FOOT STEPS AWAY!<br /><br />SPRAWLING 4 BEDROOM WITH A 2 FULL BATHROOMS & GREAT NATURAL LIGHT - GOURMET KITCHEN EQUIPPED WITH BRAND NEW APPLIANCES, PLENTY OF COUNTER & CABINET SPACE - FULL SIZED MARBLE BATHROOMS - KING SIZED BEDROOMS EQUIPPED WITH A LARGE CLOSET & FLOOR TO CEILING WINDOWS - SPACIOUS LIVING & DINING AREA EQUIPPED WITH A HUGE CLOSET & FLOOR TO CEILING WINDOWS - SUPER HIGH CEILINGS!<br /><br />**LET YOUR SEARCH ENDS HERE!** **GUARANTORS WELCOME!!**<br /><br />I SPECIALIZE IN THIS AREA AND I COVER ALL NO FEE BUILDINGS. FOR AN EXCLUSIVE TOUR TO TEXT EMAIL OR CALL. 278-560-8597 kagglemanager@renthop.com<p><a  website_redacted 	W 18 St.	[Balcony, Doorman, Elevator, Fitness Center, Terrace, Laundry in Building, High Speed Internet, Dishwasher, Hardwood Floors, Outdoor Space, Dogs Allowed, Cats Allowed]	medium	40.7391	7120132	-73.9936	0cff4a2a147d81e51ae8a91289e129f7	[https://photos.renthop.com/2/7120132_8e47916c95e6649ed5761668bfc2c7a1.jpg, https://photos.renthop.com/2/7120132_db4691638475be0d5544f4f86e11c8f7.jpg, https://photos.renthop.com/2/7120132_d0e9c50ec64ea110e00fffddcef83424.jpg, https://photos.renthop.com/2/7120132_c2deff40af14c702e7ac6673c5270324.jpg, https://photos.renthop.com/2/7120132_b1bfd9f9239e412a58e6617e582f1b95.jpg, https://photos.renthop.com/2/7120132_e1432be0472125b05cd72af60f91f3e1.jpg]	7400	30 W 18 St.
100071	3.5	4	45b4143a9841eb63d7203c4f21a64ff7	2016-04-27 06:43:40	Amazing 4 bedroom convertible. Remarkably luxurious on high floor with incredible city and river views. Top of the line stainless steel kitchen with dining room attached. 30 foot living room!! Large and spacious king sized bedrooms. Marble bathrooms, ample closet space throughout. Washer and dryer in unit. TONS of natural sunlight from high floor and eastern and southern exposures.<br /><br />New and impressive building. Full service staff including doorman, concierge, management, and garage attendants all 24 hours 7 days a week. Full gym, children s play room, tenants lounge and conference room and beautiful landscaped roof top deck.<br /><br />DO NOT MISS OUT ON THIS DEAL!!!<br /><br />TO VIEW CALL TAL @ 516 603 kagglemanager@renthop.com<p><a  website_redacted 	East 56th	[Roof Deck, Dining Room, Balcony, Doorman, Elevator, Fitness Center, Laundry in Building, Laundry in Unit, Dishwasher, Hardwood Floors, No Fee, Outdoor Space]	low	40.7584	6933499	-73.9653	ad3d8ddc52c7e0859b5c6c7f7949c3bd	[https://photos.renthop.com/2/6933499_53ad35f024d6d331bdb75f850ad0f568.jpg, https://photos.renthop.com/2/6933499_08f849dc8db28ce13cd682f8272af2d2.jpg, https://photos.renthop.com/2/6933499_0c95289980ac6d8c93a8e91c0de24501.jpg, https://photos.renthop.com/2/6933499_c1d1b2d577a53a212dfa89a335fd68da.jpg, https://photos.renthop.com/2/6933499_955f9718ff212367c714fceb7e4acb78.jpg, https://photos.renthop.com/2/6933499_52ce8715b18a6797ebf1527f675473ff.jpg, https://photos.renthop.com/2/6933499_7b22b1324f7e19ee3ea70e346e32a595.jpg]	7500	310 East 56th
100075	1.0	1	d68497ff1f5ac77f143e5f21817ed6fb	2016-04-25 02:29:50	Don't miss out on this fantastic apartment....Spacious 1Bdr for an affordable price!Bright, Sunny, Renovated with new appliances and recessed lighting. Spacious 1bdr with very nice layout!!! Great Closet Space!!! WHY PAY OTHER BROKERS 15% FOR A GREAT APARTMENT WHEN YOU CAN PAY 7.5% FOR THE SAME SPACE WITH EXCELLENT CUSTOMER SERVICE?CALL ME NOW: 079-777-0601<br /><br /><br /><br /><br /><br /><p><a  website_redacted 	E 81st St.	[Dishwasher, Hardwood Floors, No Fee]	medium	40.7728	6921632	-73.9502	4f9b376a972b863bbfbdcdc8d717fa4e	[https://photos.renthop.com/2/6921632_563cdceefbfcc45401676bbdf57ed60e.jpg, https://photos.renthop.com/2/6921632_ab384e565f3712faba05919fdd612b12.jpg, https://photos.renthop.com/2/6921632_72e7b7c8204b132f1c245c6a6f39b08d.jpg, https://photos.renthop.com/2/6921632_fa8e5325e96092a613826d646e32fe68.jpg, https://photos.renthop.com/2/6921632_21e977fc8cee2a1698169cb38c633527.jpg, https://photos.renthop.com/2/6921632_37672fe1c44ded4b03b4342a25df8ba0.jpg]	2295	444 E 81st St.
100076	1.0	1	ec447453d3b8033e14a7b54ba1e13e02	2016-04-22 05:39:10	The TRUE 1 bedroom apartment features extra large windows that emitt tons of sun light throughout the day, an incredibly spacious living area,  an beautiful modern kitchen with the latest appliances, and more. Laundry on every floor.<br /><br />Located minutes away from Central Park/Columbus Circle. Gorgeous technologically energy efficient and environmentally capable building with full luxury concierge doorman service. Three level fitness center, residential lounge, personal assistant, and a gorgeous roof-deck with Hudson River views are just some of the unique features of this building.<br /><br />Call or Text Jonathan Choi to schedule a viewing anytime.<br /><br /><br /><br /><br /><br /><p><a  website_redacted 	West 57th Street	[Roof Deck, Doorman, Elevator, Laundry in Building, High Speed Internet, Dishwasher, Hardwood Floors, No Fee]	low	40.7709	6913084	-73.9917	63e8c482071c22f43dd91b954e75cc2c	[https://photos.renthop.com/2/6913084_e1aef7e1ead187bdb2136a9587abd807.jpg, https://photos.renthop.com/2/6913084_f171211e043336d5f929e1b5e601f451.jpg, https://photos.renthop.com/2/6913084_6651be14ed56106f2aab0fac260369ba.jpg, https://photos.renthop.com/2/6913084_532d61fc689c70c4e767428618dae312.jpg, https://photos.renthop.com/2/6913084_3c672d8d59c86b37ed9386b4626f8d39.jpg, https://photos.renthop.com/2/6913084_2a3edfc17b2e3bccae63264ffca0b8f6.jpg]	3164	601 West 57th Street
100079	1.0	1	f06ad2f6f1a821c8efc03dc195d369df	2016-04-21 05:27:10	        Currently under renovation, this one bedroom is going to be beautiful.<br /><br />Call or text us to set up your personal tour today!<br /><br /><br /><br />	1215 Morris Avenue	[]	high	40.8335	6907079	-73.9141	12c0a30e296faa0dfd422fe918d7d4f4	[https://photos.renthop.com/2/6907079_2cc12101ec28ebcaf205294c5188737b.jpg]	1350	1215 Morris Avenue
100081	2.0	2	f115a9bff3a9c4e6eedc9114374b3d74	2016-04-26 02:59:37	Gut Renovated Apartment with Stainless steel appliances, Natural maple shaker kitchen cabinets with granite counter-tops and floor, Marble tiled bathroom.<br /><br />Luxury building with 24-hour doorman, laundry facility.<br /><br />To see this apartment or to discuss your search please call, text or email me kagglemanager@renthop.com 516-548-7452<br /><br /><p><a  website_redacted 	E 79th St.	[Doorman, Elevator, Fitness Center, Pre-War, Laundry in Building, Dishwasher, Hardwood Floors, No Fee]	low	40.7716	6925264	-73.9506	797f306f24780e1a24e4f063d46a2d8d	[https://photos.renthop.com/2/6925264_59f5dc7a87cce94d0f43df54782285b4.jpg]	5600	435 E 79th St.
100083	1.0	0	10901f921370e636cef42c4bbed02483	2016-04-21 02:17:28	"Enjoy the Upper West Side life-style!  This apartment is ideally configured as a junior one bedroom with a separate home office.  Located in a pre-war condominium building on a lovely tree-lined street, it is just west of Broadway and convenient to all transportation choices.<BR><BR>This home has large windows facing 88th Street, allowing a lot of light to fill the living space.  A separately designed sleeping area plus a home office offer much flexibility.  The large kitchen is well-equipped with a full-size gas range and oven, dishwasher and an all-in-one washer dryer unit.  The apartment has been recently upgraded with new wooden floors and a fully renovated bath.<BR><BR>""The Central"" provides a variety of amenities to its residents including a full-time doorman, live-in super, a bike room and a central laundry room.  It is convenient to both Riverside Park and Central Park and is surrounded by an array of retail shops, restaurants, entertainment venues and services.  Come see for yourself!  (Apologies but pets aren't permitted.  This is also a non-smoking building.)<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted (Nancy) Lorraine Baker for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	250 West 88th Street	[Doorman, Elevator, Pre-War, Exclusive, Dogs Allowed, Cats Allowed]	medium	40.7897	6904268	-73.976	92ff104c90a9c40d153ea970e19c27c1	[https://photos.renthop.com/2/6904268_657c825a9021a8f5a41bee6697613fdf.jpg, https://photos.renthop.com/2/6904268_9577e0bac76bd5f72631e2ca927d50d2.jpg, https://photos.renthop.com/2/6904268_81063bab327f25dc9ca9e42987f56f5c.jpg, https://photos.renthop.com/2/6904268_f2b9c4dc36647aa6859ccff1313baac0.jpg]	2750	250 West 88th Street
100084	1.0	2	0aa1e10d1f77ce334a02ecd84558f439	2016-04-04 04:10:01	--Prime location of the Upper West Side, this gorgeous building nearby TONS of the finest restaurants, shops, beauty salon and groceries stores will be perfect to live in. Baby steps from Central Park !! A full time Doorman and a renovated lobby to make the tenants' life much better. You will also find the private residential courtyard as well as the laundry in the building.**<br /><br />*** WOW *** Exquisite, fabulous, stunning HUGE JUNIOR 4 - 1 bedroom - convertible to 2 bed, with spacious balcony for breakfast, lunch and dinner with friends when the weather allows it! Brand New Granite Open Kitchen - Dishwasher -  Picturesque view! Brand new Hardwood floor! Lots of closets all over the unit - Sun-filled **<br /><br />--CONTACT NOW:- SIMON M. (085-339-4093 O: (085-339-4093 kagglemanager@renthop.com<br /><br /><p><a  website_redacted 	W 93 St.	[Dining Room, Balcony, Doorman, Elevator, Terrace, Laundry in Building, High Speed Internet, Dishwasher, Hardwood Floors, No Fee, Outdoor Space, Dogs Allowed, Cats Allowed]	medium	40.7902	6821944	-73.9678	bce75205499f22e47b0c1aa94e09131c	[https://photos.renthop.com/2/6821944_b0efc0942b0360c6b919b022ae5e3480.jpg, https://photos.renthop.com/2/6821944_7ddbb5d38403c67e319cedac69ccc3ad.jpg, https://photos.renthop.com/2/6821944_1ce00704e9466f5c7a5df0d92a010814.jpg, https://photos.renthop.com/2/6821944_55cad89fb6bd0393624b3c2759569f53.jpg, https://photos.renthop.com/2/6821944_7f64698a4b7dfe6b79ea41580526b2c5.jpg, https://photos.renthop.com/2/6821944_b1a4ab640d50e95af0b6eb680cf15413.jpg, https://photos.renthop.com/2/6821944_f969dfbaac5dbf6658ccc403425174f2.jpg, https://photos.renthop.com/2/6821944_4794da8e62b9ddd66943aececc223812.jpg]	3500	50 W 93 St.
100085	1.0	1	7b932952de7f92e25ee7acc7eeb3b55c	2016-04-22 04:58:35	This apartment features south and west exposure with partial river views, a pass-through kitchen with dishwasher and granite countertops, and a walk-in closet. Some building amenities include a garage, pool, lounge, valet, and fitness center. All of this just steps away from Brookfield Place! 	Chambers Street	[Dishwasher, Doorman, Elevator, No Fee, Cats Allowed, Dogs Allowed]	low	40.7179	6912559	-74.0148	9e75980b063d7d41226e28ebc8e02824	[https://photos.renthop.com/2/6912559_c120b0b87dbea7bb2e083ea3fbdc6724.jpg, https://photos.renthop.com/2/6912559_255e8847811cc792338ebe61c7863703.jpg, https://photos.renthop.com/2/6912559_db84fd16d92c68105ee8c6c288c8c4e8.jpg, https://photos.renthop.com/2/6912559_b849aeb7c43f7ab5689528858df16519.jpg, https://photos.renthop.com/2/6912559_47a6d5fea5968dd50ec895baaed7ea01.jpg]	5165	400 Chambers Street
100087	1.0	2	46b5fd6e1ed6d002f5e6557f7e25bce1	2016-04-20 02:43:19	Prime location in the heart of Greenwich Village with full time doorman, laundry, elevator and pet friendly.<br /><br />Massive 2 bedroom apartment with dishwasher, eat-in kitchen, very high ceilings, ample closet space, lots of natural light, hardwood floor and much more. Must see to appreciate.<br /><br />To schedule a visit, please contact David at (167-773-6202 or email kagglemanager@renthop.com<br /><br /><p><a  website_redacted 	Waverly Place	[Doorman, Elevator, Pre-War, Laundry in Building, Dishwasher, Hardwood Floors]	low	40.7301	6898884	-73.9942	9e4ef9d8a24f407bf0b355b27f0d9965	[https://photos.renthop.com/2/6898884_2b1e5575ba6298968578119d486a5d33.jpg, https://photos.renthop.com/2/6898884_5768f31649fd2bef1f861b313b997425.jpg, https://photos.renthop.com/2/6898884_abcd006e51ff4dd6d085a9d47c23eae9.jpg, https://photos.renthop.com/2/6898884_c3d6aa1c9ca3a1eeefeeef5955ae0e26.jpg, https://photos.renthop.com/2/6898884_24c7d9c2f9e79c7c82da674f08e92822.jpg, https://photos.renthop.com/2/6898884_41b394e3350089c41c0355d2982a5e0c.jpg]	4400	11 Waverly Place
10009	1.0	2	3ae1e557d21e2a2e080e29aac7dd60c6	2016-06-17 03:30:24	This desirable apartment is located in Washington Heights near the trains, park and hospitals. The apartment features 2 bedrooms and a modern kitchen/living room layout. To see this great apartment and others on the market call Sandra Dor for a private showing. Thinking about purchasing a home? I can assist you with that as well.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted 	W 171 Street	[Elevator, Dishwasher, Dogs Allowed, Cats Allowed]	low	40.844	7176319	-73.9404	7c5e4fc025b70c6540d6b0e06716b9dd	[https://photos.renthop.com/2/7176319_8e3f00b543b6090a5a024806fb90dc5b.jpg, https://photos.renthop.com/2/7176319_62cdd2860270a81c42532502b986947f.jpg, https://photos.renthop.com/2/7176319_d75535958064fee036145dd2a4955d41.jpg, https://photos.renthop.com/2/7176319_7be439b377bb65ec1aad3e4dfe9d381c.jpg, https://photos.renthop.com/2/7176319_9d455684bd688d555c900541da92fbe0.jpg]	2300	651 W 171 Street
100090	1.0	1	0	2016-04-18 03:34:14	Located on 106th &amp; 2nd Ave. Trains: 6 at 110th {Photos of ACTUAL APARTMENT}FAB FEATURES INCLUDE: *1 Full Sized Room *An Abundance of Sunlight *Windowed bathroom *Pets OK-Yay! Don't let this or any other apartment in NYC be the &quot;one that got away&quot; Keep in touch and set up a tour of your future home with me ASAP! I am the key to unlocking your next &amp; best move. URGENCY is of the UTMOST IMPORTANCE especially in the NY market, as you read this, someone else may be viewing it &amp; falling in love.. CALL or TEXT MICHAELA BOYD at {856-144-5107} EMAIL {kagglemanager@renthop.com} ** Applicants should have GOOD credit and make 40Xs the Monthly rent OR have a Guarantor who has GOOD credit and makes 80Xs the Monthly rent!** Michaela Boyd/ Licensed Real Estate Salesperson MOBILE: 856-144-5107 EMAIL: kagglemanager@renthop.com - See more at:  website_redacted 	East 106 Street	[prewar, Dogs Allowed, Cats Allowed, LOWRISE, SIMPLEX, HARDWOOD]	low	40.79	6890107	-73.9418	42931f67f3661ec1b33d6b7e42754d9a	[https://photos.renthop.com/2/6890107_28f737c40a6d76227cec71e14606d4d6.jpg, https://photos.renthop.com/2/6890107_85448241f6f4a6ae627c8d5510056dc9.jpg, https://photos.renthop.com/2/6890107_7ab05d157507b469764b3e409b48af1d.jpg]	1650	312 East 106 Street
100096	1.0	0	0	2016-04-04 03:47:57	Location: 141st St. and Malcolm X BlvdSubway: 2/3Call or Email Jared and Schedule a Showing TODAY!!(023-574-8109 &lt;&gt; kagglemanager@renthop.com PLACE: (*Actual Apartment Photos*)- Hardwood Floors- Super CozyTHE BUILDING:- Well Maintained Prewar Building- Pets Ok, Case-By- Case- Close to 2/3 Express Subway, Associated, IHOP (Cause who doesn't love PANCAKES!?!)*With the vacancy rate in the city at 1%, this is a highly competitive market that moves very quickly. If you fall in love with an apartment and have your financials in order, I can take it off the market for you immediately while your application is pending!*I have SEVERAL listings to fit any lifestyle.Give me a call and find out why UPTOWN is the place to be! Call or Email Jared and Schedule a Showing TODAY!!(023-574-8109 &lt;&gt; kagglemanager@renthop.com	West 141st Street	[prewar, Dogs Allowed, Cats Allowed, LOWRISE, SIMPLEX, HARDWOOD]	low	40.8184	6821706	-73.9389	fb520ae87b8a3b3eb646e137f0c8ddc8	[https://photos.renthop.com/2/6821706_bf71ecb1fda75dc1c78166dd0b7b1995.jpg, https://photos.renthop.com/2/6821706_24082a7eeb7611f940d0402092766c1f.jpg, https://photos.renthop.com/2/6821706_4731aa19c49da90a2cfe5ae560596508.jpg]	1300	111-115 West 141st Street
100098	1.0	0	7d2a37e6633ae6e663fca13dfa55d9a9	2016-04-17 02:16:42	"Located in one of Manhattan's most desirable areas, this beautifully renovated studio is the perfect opportunity. With high ceilings, renovated hardwood floors, crown moldings, a modern kitchen and a new bathroom, this apartment instantly delivers great value. The Coronet is a full-service, pre-war condominium located a block away from Central Park and Fifth Avenue. With easy access to world-renowned restaurants, retail shops, and cultural venues, this building is in the middle of it all. For your convenience a full-time doorman, live-in superintendent, and a porter are at your disposition.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Dustin Benichou for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	West 58th Street	[Doorman, Elevator, Pre-War, Dishwasher, Dogs Allowed, Cats Allowed]	high	40.7649	6885742	-73.9763	32bf3cd19652f17e3764c055b7a9178e	[https://photos.renthop.com/2/6885742_51e79649d9c51f19e3497aece2bf7bd2.jpg, https://photos.renthop.com/2/6885742_9184f2cde27724fbfb42bc5cd2c840c2.jpg]	1980	57 West 58th Street
